 Theta1: 0, Theta1: 1, Theta1: 2, Theta1: 3, Theta2: 0, Theta2: 1, Theta2: 2, Theta2: 3, Alpha1: 0, Alpha1: 1, Alpha1: 2, Alpha1: 3, Alpha2: 0, Alpha2: 1, Alpha2: 2, Alpha2: 3, Beta1: 0, Beta1: 1, Beta1: 2, Beta1: 3, Beta2: 0, Beta2: 1, Beta2: 2, Beta2: 3,Gamma1: 0,Gamma1: 1,Gamma1: 2,Gamma1: 3,Gamma2: 0,Gamma2: 1,Gamma2: 2,Gamma2: 3
1.3614433636150516,0.8864930556875429,0.8909841069680337,1.084958426507401,1.2663676138709108,1.8253674567971618,1.1123174924771702,1.0016641251854803,1.3561914203199108,0.7501630785000276,0.8564339496194177,0.9772975251350254,1.2032578592623,1.8483823208203034,1.2525372248659563,1.2020327786690979,1.2305780427870314,0.5923182709117017,0.7185170236484302,0.8264337569157301,1.0081912821544943,1.6224399817223567,1.3808890873746575,1.1578879551965653,1.122127439879241,0.6290754646981347,0.7151256280920014,0.844016721875636,1.077496303924084,1.586363575614339,1.3106879912577674,0.9136361538280486
1.115583307586351,0.6813001329015176,0.7868531706278763,0.9740782510742187,1.1723277869613056,1.8208863341375707,1.0079204398854913,0.5098785585424402,1.1695360961313357,0.64510655401137,0.8088866495538422,0.9490151715620729,1.08138728371231,1.8465816694196109,1.1295239722256045,1.0292809682626665,1.2716481264493136,0.8320468636957254,0.8927898050541648,0.8105373654378866,0.925597906870434,1.6295031090092993,1.290413687520821,0.9975173249296374,1.3368811048880924,1.067417538910676,0.9651791644154111,1.0115623822216446,1.1273955672276093,1.6087863552728248,1.2595162856218716,0.9945191890900432
1.2823842201182571,1.0991437817248353,0.9599576136304053,1.0146894265491397,1.2213942974041332,1.8209166565421602,1.0877950219818153,1.093947248790511,1.2305645918677568,0.9821252221680685,0.8411353317120879,0.8615737954134421,1.0974463593004105,1.8413430257129833,1.1588230669100652,1.0430454460641014,1.2014744609997103,0.8139924417946104,0.7755862652112699,0.8328352921752097,0.9085072783114362,1.6297686457161429,1.3261706128161932,0.9108841307170711,1.1033200416103033,0.8571133648917164,0.8233732025185161,0.9100961928128479,1.028241595425793,1.6091640584578801,1.2443735994075185,0.9768913856571442
0.9947318201354817,0.9394790874219608,0.910429318999925,0.9145923598527916,1.1085494280572534,1.8254824523851227,0.9786176433939971,1.3059747031428284,1.0748963006097203,0.7830932876794551,0.8985813565149682,0.9167726445680198,1.1316354135089661,1.834413881886422,1.2001755499347213,1.3225485404501263,1.2308306465366377,0.6098910224181185,0.9679795827695324,0.914881749844042,1.0594580119727817,1.609266090423323,1.3075925829905855,1.0962520458485063,1.1888520201815984,0.5918256071156834,0.9607803760008362,0.6839493985098221,0.9707613340766481,1.555298437004724,1.3461203489889955,1.0758118983116352
0.9471989356429487,0.7622414362644258,0.9583984772971242,0.7182727804883684,1.0241863004918914,1.8058731642841555,1.17262580120327,1.3723010858981775,1.0266535925728573,0.9145570762297424,0.8371970274439557,0.7806130520917167,1.0541657646719973,1.8395382066688573,1.3212123086106713,1.3165759709181877,1.2533781799405501,0.9073294480238755,0.776464795748355,0.7612452966308216,1.0012667340985597,1.6322648758906002,1.4163122349844446,1.0680959396512864,1.2733916325824404,0.9629515229549809,0.7338757797414082,0.7756788389277484,1.0495431146153864,1.5936305735395369,1.3821754457543853,0.9149689713565621
1.1959587956045679,0.8935572034709821,0.743952432616944,0.8146862408480618,1.1395506657258423,1.8148867049687398,1.1977139851027323,1.1200098698638667,1.1658888435100687,0.8277510441278236,0.745262888104369,0.8012674535124994,1.1045501888627491,1.833756532399962,1.331381868028162,1.1907051635146362,1.1533267297855359,0.8631826478947539,0.8989157858592316,0.7906188967709923,0.9594609402133971,1.6266578324553946,1.4932666309798839,1.0863833941839272,1.1622348205689856,0.742225853517313,0.9915717088300371,0.72076419744025,0.9737870920332978,1.5826243786561245,1.4427725147635706,0.8217434622156616
1.229558537777805,0.8668345243189313,0.9478835545567021,0.7919217209145718,1.1113169806719552,1.8083240897886004,1.1658757880091188,1.2139502374726914,1.3405740865860536,0.8512569701480462,0.8833752168423619,0.9792871925332023,1.1279657922533004,1.8250961748737389,1.2844327968457454,1.3300809634592476,1.30940865265901,0.697482644373241,0.8639702710965391,1.024602561387203,0.9616028143317721,1.6453284572732856,1.431544336026654,1.1714343243090548,1.2241030566865723,0.9343262532563884,0.7439022680593607,0.9596960627414631,1.075630624478934,1.636458453285925,1.4003455974931007,0.7214506464516799
1.287654196902064,1.0714859691190006,0.8047016179444736,0.8013585848849792,1.1677171673218794,1.830324429519747,1.115258564692491,1.177511467796689,1.348874947450988,1.079128570633051,0.8084432905272467,0.772707383633545,1.1062264709502354,1.837917063151345,1.2830190073082823,1.2623700404531186,1.2662001037049755,0.9765300803529599,0.7195751742733428,0.7900214088421998,1.0323507792977866,1.6369474588138837,1.338049846403464,1.113421501251741,1.1756945201190132,0.9114975356566285,0.6407581967195343,0.8761582360587433,1.0805341584081765,1.5864830517850816,1.2219275824962683,0.7555619362383185
1.2622548773111102,1.0157552689923073,0.8184323670071594,0.9459079050616214,1.174617630083184,1.822728735822073,0.866714705709699,1.0308675080104672,1.3627634313007468,0.9017975754028856,0.9830548127548189,0.9558364032739591,1.1275219700963774,1.854927757718009,1.0234672863198595,1.2251330325870373,1.3836081108637697,0.6802937115412788,1.0346188390921904,0.9609670000973384,1.014739775915215,1.6358184554429518,1.2000991925403615,1.170439398528351,1.3718165409309282,0.5557944975984418,0.9311851481102795,0.9590413145931297,1.1030212323118591,1.599846346052303,1.183293848091883,0.8835549917141321
1.4310411580598925,0.6975622055627176,0.8714918186548247,0.9878508189764773,1.1987581626493002,1.8253357367004532,0.986255614547078,0.6095946348190091,1.4164691394287794,0.6514991176189137,1.0154491200611502,0.9247757799573778,1.1696508456066197,1.8524557224870177,1.0103977660388173,1.0911545492309096,1.3050719001928932,0.7150760807678079,1.1576180651529258,0.7745873147358397,0.9651199746716929,1.65747314765568,1.3049674749570372,1.189959712290284,1.2006306784827097,0.8928920235429374,1.1284066963969406,0.8257568368093919,0.9768850103428787,1.5930159103880872,1.3853173630227678,0.9501745965111948
1.1679563769078753,0.9486741096057553,0.9981857368806117,0.9304150993943832,1.1796821409835463,1.767780998410205,1.2901267117594488,0.5767048112129565,1.1781882843211635,0.7553848305518936,0.8275664591781597,0.9688181393864272,1.1476229702834524,1.792391373606487,1.282267980647201,0.9217719019720999,1.2124783063311368,0.6540598535198038,0.9632785849233043,0.9685826070131944,0.9722491315459901,1.564418377684254,1.4566319693166871,0.9511059258961775,1.2248438808874276,0.8444070792181244,0.95371366730665,1.006983267489601,1.0596216531330418,1.5756843172737731,1.4346307420558764,0.9242490679769167
1.1582129483164025,1.0618460702923231,0.892892038241883,1.0195769390994525,1.1652053616521882,1.7611440596916637,1.2712914792867223,0.6544066091560159,1.0806481580646172,0.9459034078350319,0.8206439442188446,0.9242044340186161,1.1327865325352195,1.7909446353849887,1.4265503551983467,0.7826351291987489,1.0869956514499584,0.6619167077831023,0.8344463244894004,0.8025723759878092,1.0496395178707205,1.5777726502734606,1.5831887662590163,0.8769537927594674,1.070296252824846,0.5625143280456162,1.0051811848093877,0.9457957833389612,1.1944309961587949,1.5488119934048774,1.577006384375279,1.08151165941831
0.9039384400505521,0.8731737724998597,0.9837130945503134,0.9899897221352638,1.2476808666289583,1.7657269475789554,1.395529203255047,1.0652915562795064,0.3330440264155745,0.9462114047105735,0.8376671034272488,0.9248153628159824,1.117752477571437,1.8106603762383764,1.4563125261977028,0.5974958591910988,0.6739150009307605,0.845436808942224,0.9096517882357837,0.8216273179356189,0.942772770606231,1.5920918503793482,1.5997552070284562,0.6295128519797749,0.7205232145450438,1.040703093306888,1.0633239389698441,1.03447980383776,1.2162966905316626,1.597752426400954,1.5604802939866447,1.0049227396621452
0.6334494352013336,1.0127446863316558,1.0303991533841803,1.0696360244067196,1.2801959751227605,1.7862533920215249,1.3877409888540773,1.23452225135784,0.9269970063391826,0.9591210262944802,0.8719958540941967,0.9142252653914451,1.1297253504051288,1.8091210834172662,1.511471175036172,1.0747968077902148,1.1104535495974284,0.8491426022609019,0.773211891429658,0.7157184459887104,0.8992225109730946,1.6122542605665169,1.5351945565736873,0.2905321976097072,1.1608803101718135,1.1228303080468947,0.9405573674983038,0.7931454444481599,1.0963447612160555,1.620583742950254,1.4158361085926519,1.024332796826674
1.1522527155954647,1.1273677866625424,0.9092947868065839,0.8787474495366285,1.20922497949961,1.7905700140175578,1.2595442794230707,1.3371638823691938,1.0214987464131648,0.9711087921872923,0.7991748725770307,0.8165726959146742,1.1410902624483528,1.8002610977356805,1.4447850127155326,1.3251679980306894,0.8283566903335255,0.7492978130035425,1.0576384399154557,0.7293787319572559,0.9651844205066028,1.612347782644331,1.4663838531986928,0.9666439011065573,0.8298715472755321,0.7371939961373457,1.2067428093388313,1.0326381039468469,1.185331268961752,1.5996470448747682,1.2767701369740827,0.7556189458605229
1.0159355353350914,0.8665228031175929,1.093806683594929,1.0903026406216034,1.224612201717896,1.785095560579007,1.0309644025206848,1.18920322987704,1.13163262016489,0.6936552499538239,0.7790271196890737,0.951712945551178,1.0261843286305257,1.8022758327051016,1.1813225738942295,1.2015243802422877,1.0759990229099183,0.7032240931213848,0.8294295011631005,0.6879956440258819,0.9064705242267448,1.611379095126342,1.317749181941725,1.0476004458274086,1.1203227741641435,0.7635022465648947,1.0185038787989011,0.8179361882798074,1.1170353795406658,1.5974456524208818,1.2534847117888648,0.950562893144255
1.2420420727021764,0.9679090679938831,1.0039349926509595,0.9862180072532302,1.1944519968246508,1.7826727561828823,1.054164743294884,0.9840656389350283,1.2881494513263414,0.8335913958522967,0.891820604007387,0.9673293791006052,1.1102935315335694,1.8023312466393506,1.2582688885863156,1.0268471197295828,1.2322230560114538,0.6207754114178629,0.9444407303261085,0.8066054260602186,0.977630336624259,1.5875485993756078,1.4047372166759389,1.0158098259830142,1.2406212246370425,0.6842984650442602,1.1006588066350758,1.0370144771612506,1.1016029378485332,1.581589759692621,1.3838363358548953,0.883336915109883
1.2133919438741985,0.9372981695453815,1.077099962975418,1.0539418547755144,1.18029417310026,1.76828552546377,1.2525134809138407,0.49529756389179735,1.1960219249468553,0.8592999241967577,0.957755453611128,0.8980806658749502,1.0791881544978423,1.7865616268375326,1.3946267367739613,0.8369435582706334,1.2252763271812919,0.5161377081897758,0.76157146786582,0.7595236174769355,0.8734959237618427,1.5898923091471653,1.5530290256742505,0.8960235055094582,1.284196405881007,0.4481876928417782,0.5686039118816874,0.7584300337874126,1.11905899108768,1.5946517750281255,1.5142324718021452,1.0924085166832571
1.2492111548959512,0.7489128568239118,0.7137798486854692,0.8091661226978434,1.1532419249128651,1.768111127952218,1.3383924034536534,1.102566901961498,1.1885837109091038,0.819514855148537,0.7702306281657082,0.7894887968549738,1.0075278531142706,1.785263536305714,1.4788183036473492,0.674748487631265,1.1527766404567112,0.8781194717398851,0.8022811247727947,0.6996049111757247,0.9373703234467569,1.5945410021108435,1.583430106123517,0.02555556583426732,1.098246996388593,1.0999226827711615,0.7148826586970631,0.6957521538159049,1.1604871153901875,1.53961611489144,1.5686757678767926,0.7950980080557759
1.0714678675103266,1.0894467861821264,0.578946967813451,0.7936530094431692,1.2173892717191492,1.7435964426886044,1.360941704654241,1.1459039634313823,1.1250853445568727,1.0106219977015165,0.7276340175775811,0.7652539855767672,1.052828962283292,1.7844963213431748,1.3792927781800488,1.0846344028410546,1.164902983987825,0.8753047076018065,0.9552625678078095,0.7568368160843058,0.8729741593284808,1.6015313383584344,1.437230062308916,0.5087463498909702,1.1617152902807495,0.8016400683216378,0.9977543136596955,0.990000090654443,1.019212464808393,1.606423313114959,1.3173519960484348,0.6684427400819536
1.1291930839348814,0.7892542716447852,0.8470722114074467,0.9792760448887681,1.1362873227640105,1.7761985397593523,1.2329282047787882,1.0469291468439328,1.045540304501078,0.6264540854515206,0.7002342644177116,0.8634953936787689,1.0470627581011471,1.7773271046906924,1.4539727579455353,1.078731381395756,1.0199672891564744,0.7155930481552661,0.6828453569857694,0.817400090711147,0.8345703111126214,1.581450408826679,1.4820137375724058,0.6858659699884306,1.1099908030460552,0.8828052690710162,0.6876323089031594,0.8729852383096149,0.8946892347325407,1.5644277555899948,1.2883544502435587,0.8201505038358701
1.0635078878693591,1.0240043060710182,0.8495338152056546,0.8644780335794116,0.9776592975004317,1.7528174376682857,1.047313817744213,1.13760070249723,0.8304986937731269,0.9110365522226733,0.9700822578266819,0.7927820550252516,0.9143088992433648,1.7801455038502578,1.3401092410195632,1.1570267003288828,0.63815290450021,0.774106865599034,1.0441903339709178,0.6650872220429961,0.8366374912222508,1.577633760806906,1.4739405883968557,0.9516748024686082,0.8081005304919027,1.0029888617114164,1.0578308651858546,0.8087496889810304,1.0562917906263678,1.5831153069315345,1.371731208385565,0.8981434459905668
0.9471758861256675,1.0717297784095692,0.8938180939925765,0.8227682041654225,1.1252509955889662,1.7650965009802393,1.1493594606823203,0.9395909807462242,0.9170718213539316,1.0245694712513678,0.9235727413273623,0.6796182654296444,1.0634502402468025,1.791555983157627,1.3101975312953298,0.46513921821302606,1.0928351316097502,0.9190893581500945,1.0467251274340603,0.6793311322358271,0.9892107580213684,1.6009452398789943,1.433654956435125,0.7377581762027661,1.0687277347959636,0.9261975995636896,1.0674486922601725,0.8644624012752603,1.106663443815424,1.6014048145099282,1.3995535676744062,1.0622617616415284
0.8228784382809624,0.7857292762010198,0.9104261309009559,0.9427088604444654,1.1550745684976305,1.770310397647156,1.2474002887986895,1.0213736898514427,0.7758397916241209,0.6170733059421394,0.8780232570926532,0.8788082726333974,1.0294936012243585,1.7863845867497985,1.3989875891911037,0.533440497573283,0.8872752183249174,0.5852322809492249,0.9488841749304954,0.7295702500937802,0.8990775506528534,1.565729631382328,1.4561608302492983,0.6742911838545627,0.9884954288657591,0.896568222886616,1.0730882532269288,0.8180173080671306,1.0373189096411375,1.5540310391458143,1.3960879935985504,1.004887178001439
1.1291431081047558,1.0442203931192922,0.9998978264619542,0.9029470817423264,1.1369485101181747,1.7668744738847233,1.2451926903576584,1.1864057870269533,1.2095304995937621,0.9934153491515506,0.7250756036540601,0.8164353180133438,1.0477932492712014,1.792506957890127,1.4305237119506242,1.143745714694936,1.2286269315431828,0.8678198065574471,0.5325213989650879,0.717748596160643,0.8268461892530181,1.5956612830792294,1.5120986191428667,0.8359218238841238,1.2824773199106083,1.0087132570188302,0.5367600797391106,0.853965879261565,1.0076331967538277,1.5551133525509764,1.4130914312147362,0.9394432688105152
1.298022439342848,1.141364264884139,0.8098494335561607,0.936600217503726,1.1449926646589355,1.7567165144973576,1.1657128320774628,1.1744288665608944,1.2691727743547405,1.006611829145271,0.8932181915551606,0.951985041358706,1.0971354662703097,1.794430451684555,1.2988966252822987,1.239551584612843,1.1675297993319167,0.7470171195796649,1.0112637774484865,0.9168374412337682,0.9357687963488153,1.6049995211779624,1.344971473150223,0.9685178851014422,1.1558027076663118,0.837958004603468,0.9826434164788234,0.860385456194115,1.1060742994451243,1.6278394501581261,1.1936709958068343,0.560120195861458
1.107874678227665,1.0642769986551381,0.9850464796835899,0.9375589177304717,1.1902824504447733,1.7914397194876397,1.0269570653457973,1.0929286847710236,0.9894504208246315,0.9712813193194675,0.9587630784754952,0.9065651181242007,1.1072002494847126,1.7960231294670932,1.373022385720644,1.1475653757353679,0.954855081255707,0.696233553986533,0.7667995710956194,0.8293757659518141,0.8456432004224435,1.6247805964293593,1.5560149980559301,0.6246691523484432,1.0536643831369366,1.0262573607149459,0.8081268838381273,1.0215914137013327,1.1134535341636138,1.6197059128247802,1.4933142439283733,0.9559622213650717
1.0690419405887592,1.130232217830618,0.8306428541491497,1.02482309355778,1.1923680100370972,1.79267350066988,1.2634737139456085,0.9864875320460187,0.9059726930666638,1.0263445176820372,0.8231272924477507,0.9232996487364079,1.0686810345237985,1.801053787825762,1.3266882329452758,0.7983959561327,0.7685946396608002,0.7294979915712426,0.6234114683310955,0.7836283890696741,0.9209265028739796,1.5854243345365886,1.4436473485538532,0.6962927664375664,0.7963188889499934,0.9801136629336157,0.749892003699171,0.9400395513888403,1.1007345791856749,1.5765113817752314,1.375085242818209,0.960071619613734
0.8622894108019997,1.0354764888726522,0.8171676911943833,0.9909145545975091,1.1875276067108378,1.7693476507402226,1.1998679905858411,1.0858622692458884,0.8736618214974541,0.9807528862175885,0.6765766324443186,0.9056492009282432,1.061875601903564,1.7983429262342825,1.3669261431048902,0.8523998844943438,1.045093267545088,0.776699160096198,0.5072834351392042,0.9103468196504174,0.888751499249112,1.5812420512669039,1.4710103847285523,0.7824451363151189,1.057002603090157,0.9746530529234446,0.5715199337516234,0.9314090375255341,1.0141050217066125,1.554728851169345,1.4371314716638746,1.1317870877127052
1.0496848794888152,0.9681925527477114,0.7466984303497815,0.9285993206230424,1.1079725373694742,1.75005288102375,1.2698423382271062,1.2061437842536464,1.1336135286767328,0.7073997549218078,0.7378680028157836,0.8438872754514793,1.0634679773006162,1.779274010506954,1.4179165585666673,0.9759202162817858,1.1402721420892394,0.6447411163343161,0.6804178726958837,0.8299360409699379,0.9115601601433001,1.5830932981819223,1.4413460016013326,0.5935081366654089,1.038670627811173,1.007828214351892,0.8828030685040105,1.0002663486933914,1.0556703047577867,1.5554895656308931,1.3401604760180839,0.753265614162316
0.9287247398967919,1.0572620060332274,0.896835373848155,0.9915336598982006,1.1448304157503735,1.7489837804060109,1.248953315009568,0.9502020932783155,1.0565237206210265,0.8405701767094889,0.824895348818226,0.7781838152383368,1.0280057010685146,1.7779983306153397,1.4321072223148426,1.0215607680221175,1.1439002056292238,0.6382379039491385,0.6926715480762606,0.6036147710432348,0.7843785002919446,1.5967452212761826,1.4467348860519345,0.9370932349047071,1.2533942950183958,0.8699795338790587,0.901787335251713,0.7495460884478619,0.8722113431369339,1.5651964799272757,1.3517928505488466,0.49284830741132585
1.2948910588560985,0.9066362195423335,0.922686580577695,0.9014055304617952,1.1064235981272232,1.7453771106838667,1.1724065617693604,0.8703285221332417,1.330849506114878,0.622952505596781,0.9198957422017243,0.8964024051373861,1.1108529144380723,1.7556700607974107,1.3866829349891423,1.034613758925385,1.338120211674132,0.33558887988154845,0.9026915603295865,0.9012705496232668,0.9308834177109326,1.5647010502593823,1.4951716634372496,0.823719052447681,1.3363425939486893,0.451557138593833,1.036328258459077,1.0725025288466699,1.1032210679222618,1.5486973123772043,1.4237264593167267,0.5181748696189913
1.2495860119908566,0.6979989448485181,1.0215344922342058,1.0707378060539199,1.1695742539520346,1.7387330081492893,1.2396719697074734,0.5624326433933167,1.1776083272656188,0.5124551462747615,0.8072260380666412,0.8834916525356865,1.0421542133985893,1.7600682253046112,1.2932863316817549,1.0059975558282903,1.216891497988594,0.2408424952274485,0.7686665685522033,0.7008382541545107,0.8974124308523357,1.5731065939389577,1.4780180444323878,0.9161246759436611,1.28804337099954,0.6417263420497175,0.8918163960921152,0.7040071469011127,1.114300678756258,1.5370832932660785,1.4388645999625445,0.7809792819940673
1.297989326039131,0.9136061445566124,0.892279783471262,0.6865740056735493,1.1400500871487305,1.7386022176319893,1.2559610443346962,0.16781898196723782,1.2128473037153278,0.9425293877543027,0.7713719071684847,0.7435588814761878,0.9300600933242585,1.7693878985207054,1.309471836102498,0.7272109581512317,0.9918155408690175,0.8506535050410653,0.7177348237712063,0.7820208056916801,0.7651505123813969,1.5810969443547735,1.4512049879296878,0.8523192974180637,0.1418536219157022,1.039909396398785,0.6875839677521568,0.8834725154947214,0.9336631012485263,1.4861250150137593,1.3833600913705593,1.205239663716416
0.3075498035561717,1.0709471110241666,0.6444825420748104,0.9018696738268949,0.9785251082160755,1.7345965767103204,1.2362265382410842,1.4056131243911312,1.0227076092167924,0.9859832527366291,0.5664485576637291,0.8301321725969267,0.9352801298035501,1.7702886899271504,1.1950372071991617,1.2922614282432987,1.2750954348281778,0.6733619318718262,0.7251845607118854,0.7837173003863948,0.8765535765070516,1.55765169109064,1.3505018204357968,0.9403974004055033,1.190219214714924,0.21809272703967714,0.8538798804766087,0.7527218054427673,0.9005613839653943,1.4891239465399224,1.3224390476280112,1.2679490371142732
0.780126465260886,0.5361151418389284,0.7731042116705498,0.6905525042835301,0.9228125935281999,1.7362983194278185,1.261449484749059,1.3357602458657987,0.7798934483567491,0.5667208242652343,0.6168440163194584,0.6710834174574702,0.9283441660727326,1.7594180864562456,1.505903464328167,0.9243878283590149,1.0378575446690659,0.643821279262174,0.6461960753528547,0.7636806654639162,0.9340818549716238,1.5567959651379664,1.5143834802501066,1.136166899907832,1.0332905466043931,0.7313381662363779,0.7328178468157371,0.7865206532648708,0.928670876262215,1.4550353202309538,1.4473815821989542,1.4006080938361267
0.683285816008115,0.4860175790051611,0.7010592088062797,0.7181421052898197,0.9408848560782707,1.7209641200316035,1.2841825856033438,1.343621709277971,0.6211346056551154,0.47902491785734524,0.7713687929446703,0.7051524056496108,0.9183277212819662,1.7709048647205015,1.385238389937242,0.913991771682833,0.6999863559438878,0.9514691496078856,0.8170984200566315,0.7236140666431565,0.917167247195853,1.5743810464007644,1.3963592317334816,1.1700459591725283,1.1003578690067468,1.2182613649862857,0.9437990013339724,0.7680461580261848,1.0364052105414325,1.5220881230250867,1.1251372284326613,1.36392631570829
